name,coco_url,flick_url,id,Category,Category1,prob1,Category2,prob2,Category3,prob3,Category4,prob4,Category5,prob5
COCO_train2014_000000010046.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000010046.jpg,http://farm8.staticflickr.com/7363/9675286251_78248282b6_z.jpg,10046,kitchen,bathroom,0.25345996,bedroom,0.12703715,street,0.06417095,conference_room,0.050676525,living_room,0.039321072
COCO_train2014_000000010346.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000010346.jpg,http://farm4.staticflickr.com/3498/3456906266_7257a4a061_z.jpg,10346,living_room,living_room,0.26253602,bedroom,0.22244264,bathroom,0.10009079,hot_tub,0.056881454,street,0.055271324
COCO_train2014_000000010881.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000010881.jpg,http://farm9.staticflickr.com/8518/8555720733_222e3da6ff_z.jpg,10881,restaurant,bedroom,0.2228572,kitchen,0.19980869,living_room,0.16526568,dining_room,0.1574782,bathroom,0.06626081
COCO_train2014_000000011485.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000011485.jpg,http://farm1.staticflickr.com/172/407903122_a3b37c7868_z.jpg,11485,bedroom,bedroom,0.62518704,living_room,0.15750442,hot_tub,0.13108057,bathroom,0.030130852,attic,0.011559244
COCO_train2014_000000012839.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000012839.jpg,http://farm4.staticflickr.com/3063/2585934887_780970fd4d_z.jpg,12839,living_room,living_room,0.5315837,dining_room,0.10053913,bedroom,0.099797264,kitchen,0.092861734,bathroom,0.0563854
COCO_train2014_000000012930.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000012930.jpg,http://farm3.staticflickr.com/2780/4140153529_0ff15a099f_z.jpg,12930,dinning_room,bathroom,0.34778684,bedroom,0.25862038,living_room,0.08747743,hot_tub,0.039165594,dinette,0.03557257
COCO_train2014_000000013121.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000013121.jpg,http://farm8.staticflickr.com/7112/7443868062_502b2dedeb_z.jpg,13121,living_room,street,0.46793583,bathroom,0.09430355,bedroom,0.05633029,conference_room,0.037977934,living_room,0.033304863
COCO_train2014_000000014253.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000014253.jpg,http://farm3.staticflickr.com/2392/5727036490_6e416d1b2a_z.jpg,14253,bathroom,bathroom,0.6026122,bedroom,0.1894423,living_room,0.026325788,hot_tub,0.022811638,street,0.022403535
COCO_train2014_000000016089.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000016089.jpg,http://farm6.staticflickr.com/5509/9318726417_f6515c3a66_z.jpg,16089,dinning_room,bedroom,0.59059155,living_room,0.1034754,dining_room,0.06797119,hot_tub,0.050996266,bathroom,0.034832392
COCO_train2014_000000016342.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000016342.jpg,http://farm9.staticflickr.com/8226/8594747627_ffa99e31a0_z.jpg,16342,bedroom,bathroom,0.30195448,living_room,0.22371915,bedroom,0.1487434,kitchen,0.062412396,dining_room,0.04266279
COCO_train2014_000000017967.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000017967.jpg,http://farm5.staticflickr.com/4115/4826053794_0d8dc4819a_z.jpg,17967,living_room,bedroom,0.20123279,dining_room,0.08652282,street,0.078432836,conference_room,0.068480894,hot_tub,0.06346611
COCO_train2014_000000018256.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000018256.jpg,http://farm6.staticflickr.com/5026/5668196875_e0219d25ec_z.jpg,18256,living_room,bathroom,0.31658125,bedroom,0.1886413,living_room,0.079177625,kitchen,0.062585995,hot_tub,0.049769066
COCO_train2014_000000018316.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000018316.jpg,http://farm7.staticflickr.com/6058/6295929223_05d9b99dc1_z.jpg,18316,kitchen,kitchen,0.8442308,bathroom,0.055290207,dinette,0.023171498,bedroom,0.019061772,galley,0.0179267
COCO_train2014_000000019250.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000019250.jpg,http://farm4.staticflickr.com/3552/3393570739_9f9ae41850_z.jpg,19250,dinning_room,bathroom,0.47247386,bedroom,0.18834549,living_room,0.10541733,dinette,0.050467093,hot_tub,0.043367244
COCO_train2014_000000019994.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000019994.jpg,http://farm4.staticflickr.com/3266/2803991686_6c213cb62f_z.jpg,19994,living_room,bedroom,0.24948646,conference_room,0.09743548,living_room,0.064506344,dining_room,0.04838532,hot_tub,0.046006393
COCO_train2014_000000021353.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000021353.jpg,http://farm3.staticflickr.com/2466/3760505530_53fc2b8828_z.jpg,21353,living_room,bedroom,0.33813146,living_room,0.16743223,bathroom,0.12631434,dining_room,0.0822089,kitchen,0.051757056
COCO_train2014_000000021801.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000021801.jpg,http://farm9.staticflickr.com/8294/7805409304_699b3a0610_z.jpg,21801,kitchen,living_room,0.29675165,bathroom,0.23468585,kitchen,0.14640775,bedroom,0.07832137,closet,0.03464916
COCO_train2014_000000022012.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000022012.jpg,http://farm8.staticflickr.com/7059/6967158376_c23662a5fa_z.jpg,22012,living_room,bathroom,0.36480334,bedroom,0.144675,living_room,0.10164161,attic,0.0359511,corridor,0.033620927
COCO_train2014_000000022014.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000022014.jpg,http://farm9.staticflickr.com/8323/8120726181_d361bc79a0_z.jpg,22014,living_room,living_room,0.26042953,bathroom,0.19613646,dining_room,0.14460266,kitchen,0.12770696,bedroom,0.09713701
COCO_train2014_000000022226.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000022226.jpg,http://farm4.staticflickr.com/3327/3592349204_edf3223e86_z.jpg,22226,dinning_room,bedroom,0.18286034,living_room,0.16815948,bathroom,0.14258315,dining_room,0.045798477,bakery,0.043653768
COCO_train2014_000000022564.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000022564.jpg,http://farm9.staticflickr.com/8083/8319545304_a30a1b2689_z.jpg,22564,dinning_room,bathroom,0.34416518,bedroom,0.19851242,highway,0.14696905,hot_tub,0.03115505,living_room,0.026684463
COCO_train2014_000000022949.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000022949.jpg,http://farm7.staticflickr.com/6006/5990291939_d05561e14b_z.jpg,22949,living_room,bathroom,0.24170269,street,0.16903105,bedroom,0.13763256,living_room,0.09708989,kitchen,0.08155782
COCO_train2014_000000024030.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000024030.jpg,http://farm3.staticflickr.com/2552/4141364364_fa7f15baea_z.jpg,24030,living_room,bedroom,0.36234397,bathroom,0.073948584,hot_tub,0.07225596,childs_room,0.063203104,dorm_room,0.0459943
COCO_train2014_000000024081.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000024081.jpg,http://farm4.staticflickr.com/3219/3001966893_3b73465b5c_z.jpg,24081,kitchen,bedroom,0.1973771,bathroom,0.14545918,kitchen,0.1396319,living_room,0.13958982,dining_room,0.13903275
COCO_train2014_000000024725.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000024725.jpg,http://farm5.staticflickr.com/4063/4655622242_df94f88d0c_z.jpg,24725,bathroom,bathroom,0.9452295,bedroom,0.0068730777,kitchen,0.0052794297,office,0.005258872,conference_room,0.0041328683
COCO_train2014_000000024939.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000024939.jpg,http://farm4.staticflickr.com/3099/2480736505_1460d67391_z.jpg,24939,living_room,living_room,0.32704413,street,0.13324782,bathroom,0.12402924,bedroom,0.10402281,dining_room,0.04459686
COCO_train2014_000000025192.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000025192.jpg,http://farm3.staticflickr.com/2691/4302000775_23a69e6fda_z.jpg,25192,dinning_room,bedroom,0.22735909,living_room,0.21892995,dinette,0.09184578,bathroom,0.06423712,casino,0.02660807
COCO_train2014_000000025673.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000025673.jpg,http://farm9.staticflickr.com/8519/8617768218_8319738c80_z.jpg,25673,dinning_room,bedroom,0.21932954,bathroom,0.06477313,art_school,0.050204575,living_room,0.041639872,mountain,0.04160895
COCO_train2014_000000026294.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000026294.jpg,http://farm4.staticflickr.com/3791/9225383380_284e451d8c_z.jpg,26294,dinning_room,bedroom,0.45155546,bathroom,0.10397608,living_room,0.06449714,attic,0.036886055,hot_tub,0.030933525
COCO_train2014_000000027974.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000027974.jpg,http://farm5.staticflickr.com/4119/4828342216_a54c55b9cc_z.jpg,27974,living_room,bedroom,0.25149027,living_room,0.19697873,bathroom,0.1814385,dining_room,0.04251895,kitchen,0.039248448
COCO_train2014_000000028802.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000028802.jpg,http://farm9.staticflickr.com/8317/8006244745_58bb01532c_z.jpg,28802,kitchen,kitchen,0.4717617,living_room,0.13496672,bedroom,0.09936629,dining_room,0.09188723,bathroom,0.030327557
COCO_train2014_000000029802.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000029802.jpg,http://farm3.staticflickr.com/2740/4427019037_80283eae35_z.jpg,29802,living_room,living_room,0.4178748,bedroom,0.24163805,bathroom,0.12813489,hot_tub,0.049801957,dining_room,0.047857136
COCO_train2014_000000031230.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000031230.jpg,http://farm1.staticflickr.com/176/370702174_e084e98f4f_z.jpg,31230,living_room,living_room,0.19081421,bedroom,0.186569,bathroom,0.11829949,street,0.05578318,hot_tub,0.048238076
COCO_train2014_000000031536.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000031536.jpg,http://farm9.staticflickr.com/8156/7350049540_f8c56a31fa_z.jpg,31536,dinning_room,bedroom,0.3105275,bathroom,0.21994722,childs_room,0.1106597,hot_tub,0.080701664,street,0.044257067
COCO_train2014_000000032816.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000032816.jpg,http://farm7.staticflickr.com/6160/6177117270_58f6a74163_z.jpg,32816,living_room,bathroom,0.35153174,bedroom,0.11061742,street,0.09910199,living_room,0.08776392,hot_tub,0.049377892
COCO_train2014_000000033505.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000033505.jpg,http://farm4.staticflickr.com/3030/2535379905_9f605c8422_z.jpg,33505,living_room,bedroom,0.21999565,bathroom,0.1790156,living_room,0.11950101,dining_room,0.06934066,hot_tub,0.04335931
COCO_train2014_000000033633.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000033633.jpg,http://farm4.staticflickr.com/3478/3696673971_0718ca3e3d_z.jpg,33633,dinning_room,bedroom,0.31745192,bathroom,0.25474286,living_room,0.06746159,hot_tub,0.054061014,car_dealership,0.05000618
COCO_train2014_000000033943.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000033943.jpg,http://farm8.staticflickr.com/7322/9905405764_5d16b13cae_z.jpg,33943,kitchen,kitchen,0.6018416,bathroom,0.12790531,bedroom,0.053339105,living_room,0.042541865,galley,0.03108354
COCO_train2014_000000034624.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000034624.jpg,http://farm5.staticflickr.com/4129/5010845788_ac8009bd01_z.jpg,34624,office,bathroom,0.37564465,bedroom,0.18403491,living_room,0.12328637,kitchen,0.04859856,dorm_room,0.034135655
COCO_train2014_000000034854.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000034854.jpg,http://farm6.staticflickr.com/5047/5294485688_ce1b138678_z.jpg,34854,kitchen,bedroom,0.30060655,bathroom,0.1372565,conference_room,0.09889959,hot_tub,0.07802567,living_room,0.036314316
COCO_train2014_000000035045.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000035045.jpg,http://farm3.staticflickr.com/2226/2343158941_076cbb5e7f_z.jpg,35045,bedroom,bedroom,0.23434366,bathroom,0.09464413,art_school,0.06309536,street,0.050569233,hot_tub,0.037137475
COCO_train2014_000000035094.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000035094.jpg,http://farm4.staticflickr.com/3271/2744405053_2122ab83f6_z.jpg,35094,office,living_room,0.3541164,bathroom,0.25135052,bedroom,0.10344131,kitchen,0.064679466,office,0.042631224
COCO_train2014_000000035696.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000035696.jpg,http://farm3.staticflickr.com/2337/2183209931_ba21cf33fd_z.jpg,35696,living_room,living_room,0.18369068,bedroom,0.17703915,kitchen,0.08731513,closet,0.07921933,bathroom,0.07648857
COCO_train2014_000000036567.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000036567.jpg,http://farm9.staticflickr.com/8176/8031580121_8b75b6e55f_z.jpg,36567,kitchen,kitchen,0.5996421,bedroom,0.11226056,living_room,0.053449847,bathroom,0.033764515,street,0.016474446
COCO_train2014_000000036574.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000036574.jpg,http://farm3.staticflickr.com/2045/2622764000_bae1e956aa_z.jpg,36574,yard,bathroom,0.21202585,kitchen,0.16032018,bedroom,0.14722417,street,0.12635311,dining_room,0.08094438
COCO_train2014_000000037862.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000037862.jpg,http://farm8.staticflickr.com/7041/6862172236_ccdb72fb79_z.jpg,37862,kitchen,bedroom,0.46505627,bathroom,0.22534552,living_room,0.10227472,hot_tub,0.029154103,dinette,0.027669417
COCO_train2014_000000038999.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000038999.jpg,http://farm8.staticflickr.com/7023/6496945067_c3d8d45587_z.jpg,38999,living_room,bedroom,0.29292086,living_room,0.12313736,dining_room,0.099781506,conference_room,0.07658778,art_school,0.06415108
COCO_train2014_000000039455.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000039455.jpg,http://farm8.staticflickr.com/7321/9897665473_13298e993a_z.jpg,39455,dinning_room,bedroom,0.33328146,bathroom,0.14697811,conference_room,0.074639544,living_room,0.07412985,dining_room,0.060551975
COCO_train2014_000000039698.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000039698.jpg,http://farm9.staticflickr.com/8309/8031575223_0122a2b558_z.jpg,39698,kitchen,kitchen,0.6344679,bedroom,0.118657775,bathroom,0.054177355,living_room,0.029059902,closet,0.028954642
COCO_train2014_000000039948.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000039948.jpg,http://farm5.staticflickr.com/4100/4921706968_7752e61f7a_z.jpg,39948,living_room,bedroom,0.35047317,bathroom,0.21351098,living_room,0.20602195,hot_tub,0.060183804,dining_room,0.044825576
COCO_train2014_000000040130.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000040130.jpg,http://farm3.staticflickr.com/2186/2129798346_caaa46aa2e_z.jpg,40130,dinning_room,bedroom,0.2714047,casino,0.105060704,art_school,0.08825408,dining_room,0.042842325,ball_pit,0.03749375
COCO_train2014_000000042109.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000042109.jpg,http://farm9.staticflickr.com/8209/8217292738_8f2376ec84_z.jpg,42109,dinning_room,bathroom,0.44193137,bedroom,0.2559645,hot_tub,0.111325376,dinette,0.049368683,living_room,0.020235283
COCO_train2014_000000042972.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000042972.jpg,http://farm4.staticflickr.com/3693/9472793441_b7822c00de_z.jpg,42972,living_room,bedroom,0.6945465,living_room,0.0772367,hot_tub,0.051523596,bathroom,0.042460967,dorm_room,0.036951076
COCO_train2014_000000043774.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000043774.jpg,http://farm4.staticflickr.com/3726/9612133570_3f9405dc56_z.jpg,43774,dinning_room,bedroom,0.9056109,bathroom,0.021206925,dining_room,0.015684409,living_room,0.01175618,hot_tub,0.011417846
COCO_train2014_000000043893.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000043893.jpg,http://farm1.staticflickr.com/50/144283912_9997c454ec_z.jpg,43893,bedroom,bedroom,0.31949493,kitchen,0.18844576,living_room,0.1480395,bathroom,0.08174753,dining_room,0.061413087
COCO_train2014_000000044569.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000044569.jpg,http://farm8.staticflickr.com/7113/7573728060_7aef2f091e_z.jpg,44569,dinning_room,bedroom,0.17214817,bathroom,0.15137284,art_school,0.11407461,living_room,0.08775848,hot_tub,0.043674897
COCO_train2014_000000044813.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000044813.jpg,http://farm1.staticflickr.com/159/410650774_28e5e716a3_z.jpg,44813,living_room,bathroom,0.5308823,kitchen,0.082099795,bedroom,0.0674189,dining_room,0.06375994,dinette,0.049482606
COCO_train2014_000000045131.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000045131.jpg,http://farm5.staticflickr.com/4041/4521478466_898f822921_z.jpg,45131,bedroom,bedroom,0.59227526,hot_tub,0.17237312,living_room,0.0965698,bathroom,0.06748457,dining_room,0.017743003
COCO_train2014_000000045215.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000045215.jpg,http://farm4.staticflickr.com/3355/3413154595_8ffc204943_z.jpg,45215,kitchen,bedroom,0.29501387,bathroom,0.28979903,living_room,0.12251324,hot_tub,0.07550774,kitchen,0.025824014
COCO_train2014_000000045537.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000045537.jpg,http://farm5.staticflickr.com/4017/4453691273_b7e4d91a2e_z.jpg,45537,living_room,living_room,0.311057,bathroom,0.24645479,bedroom,0.12841764,dining_room,0.10961258,kitchen,0.05602944
COCO_train2014_000000045808.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000045808.jpg,http://farm3.staticflickr.com/2089/2166386973_9b3277d979_z.jpg,45808,dinning_room,bathroom,0.40690872,bedroom,0.13731265,street,0.055376824,living_room,0.05397653,art_school,0.024287261
COCO_train2014_000000046029.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000046029.jpg,http://farm4.staticflickr.com/3477/3187589606_363272edf3_z.jpg,46029,bedroom,bathroom,0.22742124,bedroom,0.19237223,conference_room,0.102312624,street,0.089278586,dining_room,0.04140894
COCO_train2014_000000046071.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000046071.jpg,http://farm3.staticflickr.com/2768/4029341139_f19e15146b_z.jpg,46071,bedroom,bedroom,0.31166086,bathroom,0.20778657,hot_tub,0.09694837,living_room,0.052020017,dorm_room,0.045542385
COCO_train2014_000000046306.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000046306.jpg,http://farm4.staticflickr.com/3062/3104086648_ebe59edb11_z.jpg,46306,bedroom,bedroom,0.28680983,hot_tub,0.1713425,street,0.13978729,dorm_room,0.050435077,attic,0.047933158
COCO_train2014_000000046997.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000046997.jpg,http://farm4.staticflickr.com/3029/2900345784_80048dc291_z.jpg,46997,dinning_room,bedroom,0.31692252,bathroom,0.09544623,dinette,0.07283304,casino,0.070817485,conference_room,0.05722038
COCO_train2014_000000047907.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000047907.jpg,http://farm7.staticflickr.com/6040/6857039930_2c8c634349_z.jpg,47907,dinning_room,bedroom,0.13674513,street,0.10828175,bathroom,0.046715256,hot_tub,0.03543482,tunnel,0.033122316
COCO_train2014_000000047928.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000047928.jpg,http://farm3.staticflickr.com/2865/9582618716_13598778b5_z.jpg,47928,dinning_room,bedroom,0.3051266,bathroom,0.15844999,living_room,0.08547321,hot_tub,0.06784961,dinette,0.032425918
COCO_train2014_000000048001.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000048001.jpg,http://farm4.staticflickr.com/3024/2518934632_cf56b685e1_z.jpg,48001,living_room,bedroom,0.22657919,living_room,0.16800787,bathroom,0.117696024,hot_tub,0.10804618,kitchen,0.07286346
COCO_train2014_000000048710.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000048710.jpg,http://farm9.staticflickr.com/8164/7335403038_3d9373edef_z.jpg,48710,bedroom,hot_tub,0.49418443,bedroom,0.33563304,bathroom,0.088295855,living_room,0.032704413,attic,0.008787486
COCO_train2014_000000049673.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000049673.jpg,http://farm9.staticflickr.com/8309/7986056565_c37afb93b2_z.jpg,49673,kitchen,kitchen,0.71733093,bathroom,0.10733752,bedroom,0.059887104,living_room,0.056221504,dinette,0.01357652
COCO_train2014_000000050134.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000050134.jpg,http://farm5.staticflickr.com/4126/5024242053_b3541b9525_z.jpg,50134,living_room,bedroom,0.3183175,living_room,0.24037354,hot_tub,0.09584825,bathroom,0.083983585,dining_room,0.03748796
COCO_train2014_000000050556.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000050556.jpg,http://farm3.staticflickr.com/2859/9771789735_1d8e12c113_z.jpg,50556,dinning_room,bedroom,0.17543903,bathroom,0.12714246,hot_tub,0.0981344,living_room,0.08112369,dining_room,0.07681575
